scene_name,scene_description,timestamp_mean,timestamp_max,annotation_count_mean,annotation_count_max,official_detection_class_count_mean,official_detection_class_count_max,official_eval_eligible_count_mean,official_eval_eligible_count_max,official_eval_eligible_prop_mean,official_eval_eligible_prop_max,vru_count_mean,vru_count_max,vehicle_count_mean,vehicle_count_max,static_count_mean,static_count_max,other_count_mean,other_count_max,weighted_complexity_mean,weighted_complexity_max,count_score_mean,count_score_max,visibility_mean_score_mean,visibility_mean_score_max,visibility_max_score_mean,visibility_max_score_max,visibility_token_1_prop_mean,visibility_token_1_prop_max,visibility_token_2_prop_mean,visibility_token_2_prop_max,visibility_token_3_prop_mean,visibility_token_3_prop_max,visibility_token_4_prop_mean,visibility_token_4_prop_max,lidar_sparsity_mean_score_mean,lidar_sparsity_mean_score_max,lidar_sparsity_max_score_mean,lidar_sparsity_max_score_max,lidar_points_median_mean,lidar_points_median_max,lidar_points_p10_mean,lidar_points_p10_max,lidar_zero_point_prop_mean,lidar_zero_point_prop_max,official_zero_sensor_point_prop_mean,official_zero_sensor_point_prop_max,distance_ego_mean_m_mean,distance_ego_mean_m_max,distance_ego_median_m_mean,distance_ego_median_m_max,distance_over_40m_prop_mean,distance_over_40m_prop_max,truncation_mean_ratio_mean,truncation_mean_ratio_max,truncation_max_ratio_mean,truncation_max_ratio_max,truncation_mean_score_mean,truncation_mean_score_max,truncation_max_score_mean,truncation_max_score_max,perception_difficulty_score_mean,perception_difficulty_score_max
scene-0102,"Turn right at intersection, cross bridge, many peds",1533151590191307.5,1533151599897593,38.8,54,38.5,54,31.775,42,0.8204289251790445,1.0,28.625,47,10.0,16,0.0,0,0.175,1,67.3375,101.0,10.0,10.0,5.807821247114378,8.28125,10.0,10.0,0.3566327020052528,0.65625,0.2775310385834254,0.5,0.09959231899262407,0.225,0.2662439404186977,0.6046511627906976,7.405389963317188,8.761904761904763,10.0,10.0,5.3,10.5,1.3075,3.0,0.04801516842158849,0.175,0.04560283266686143,0.15,27.2050636157131,33.56851146611118,23.873538325724276,35.156007318088086,0.17508207153931304,0.40540540540540543,0.006670233571508322,0.027415129145955067,0.22711401361674138,0.9462206667591606,0.1091873843610327,0.45454545454545453,3.4,10.0,66.74628370684657,77.96825396825396
scene-0059,"Wait at intersection, bike on sidewalk, worker blowing leaves",1532402865246704.5,1532402875048168,10.463414634146341,12,10.463414634146341,12,8.487804878048781,10,0.8117639812761763,0.9090909090909091,5.951219512195122,7,4.512195121951219,5,0.0,0,0.0,0,16.414634146341463,19.0,8.414634146341463,10.0,3.312521557033752,4.818181818181818,10.0,10.0,0.26957378664695736,0.45454545454545453,0.03498398620349839,0.16666666666666666,0.12396526237989654,0.25,0.5714769647696477,0.7272727272727273,5.704736388272973,7.0,9.926829268292684,10.0,12.365853658536585,31.0,2.497560975609756,5.0,0.006467110125646711,0.09090909090909091,0.006467110125646711,0.09090909090909091,28.280636054620768,30.999138339241764,30.15339538600414,36.356288839208545,0.23904902685390492,0.4166666666666667,0.05666477150309525,0.1539623377697631,0.5080606719411379,0.8973191070729749,0.9432680463168269,2.5,8.414634146341463,10.0,66.73803364657023,74.41558441558442
scene-0007,"Van overtaking us, peds, jaywalker, bicycle rack, turn left",1531884267662813.0,1531884277148664,22.333333333333332,27,21.58974358974359,26,13.615384615384615,21,0.5995596029034547,0.8181818181818182,18.23076923076923,24,3.358974358974359,5,0.7435897435897436,1,0.0,0,40.19230769230769,49.5,10.0,10.0,3.2810366949005116,5.1875,10.0,10.0,0.2624457576358823,0.5,0.06552555317221508,0.2,0.06596674877872782,0.18518518518518517,0.6060619404131747,0.7307692307692307,8.099092315456529,9.307692307692308,10.0,10.0,2.7564102564102564,4.5,0.5615384615384615,3.0,0.14148260533888066,0.5625,0.12765800164248206,0.5625,33.68627922434966,39.02447817562543,31.705445553744077,42.21303749746722,0.3311595156597935,0.6,0.02262095369841194,0.0822125039018891,0.32492219363181885,0.9344588649645185,0.3558502792004816,1.1333333333333333,4.948717948717949,10.0,66.69242462610781,77.36842105263159
scene-0075,"Parked cars, oncoming semi, two oncoming bikes, parked motorcycle, bike rack",1533153727949316.0,1533153737447224,33.82051282051282,51,33.256410256410255,51,26.58974358974359,43,0.7742644665435129,0.9333333333333333,6.82051282051282,12,26.435897435897434,39,0.5641025641025641,1,0.0,0,40.35897435897436,63.0,9.871794871794872,10.0,4.48461719111571,6.409090909090909,10.0,10.0,0.23449159820699103,0.4772727272727273,0.16729145089355382,0.29411764705882354,0.3228870175969743,0.5454545454545454,0.2753299333024808,0.42105263157894735,6.56742525102193,8.125,10.0,10.0,6.564102564102564,14.0,0.6487179487179487,2.0,0.12373877285681686,0.40625,0.09208156944530276,0.28125,31.602237606546502,35.81046794008383,28.77065652881114,34.19831902580297,0.23932218564133045,0.3888888888888889,0.014364489199393217,0.052759644506452465,0.27937100224226097,0.7164546139369099,0.2552181905376923,0.9090909090909091,4.948717948717949,10.0,65.89681921884022,75.31561461794021
scene-0016,"Turn left, people on both sides, parked vans",1531885622708913.5,1531885632548306,24.2,30,23.725,30,18.25,25,0.7526057682141273,0.8888888888888888,21.225,28,2.5,3,0.475,1,0.0,0,45.1875,58.0,10.0,10.0,4.145158840342664,7.115384615384615,10.0,10.0,0.26398238352921016,0.5769230769230769,0.15370033171735958,0.37037037037037035,0.14314422767634843,0.35714285714285715,0.4391730570770818,0.6666666666666666,7.623651066397197,8.925925925925926,10.0,10.0,5.2875,10.0,0.825,2.0,0.10162018143248792,0.2727272727272727,0.09300615792875855,0.2692307692307692,26.6705694590936,30.44532248590457,23.796099317127194,31.343207854604742,0.17258324495708396,0.23529411764705882,0.02279382597260271,0.13952163585812158,0.23457995712284002,0.9093443348268941,0.3473365665981765,1.7647058823529411,3.55,10.0,65.23735210476863,75.3781512605042
scene-0024,"Intersection, peds in cafe, parked motorcycle, ped crossing",1531886054238519.8,1531886063898259,18.95,25,18.95,25,13.3,20,0.7187758773267086,0.9473684210526315,17.65,24,1.175,2,0.125,1,0.0,0,36.5375,49.0,10.0,10.0,3.2961700933263054,4.68,10.0,10.0,0.22412225913846254,0.36,0.12507390124402,0.24,0.059810064411179975,0.15384615384615385,0.5909937752063374,0.8333333333333334,7.759942164727744,9.0,10.0,10.0,6.4125,52.0,0.7250000000000001,3.0,0.110473648432265,0.2608695652173913,0.10237367092439276,0.2608695652173913,28.063632907297414,37.82380695895529,23.062368332311372,37.783739433815505,0.2199965986670708,0.38461538461538464,0.016093438372874212,0.0831051897831463,0.2659191356150872,0.9250334085149101,0.25947142993352945,1.1428571428571428,4.125,10.0,64.91511955426797,75.90062111801242
scene-0028,"Taxi parked on road, bicycle rack, many peds, many jaywalkers, parked bicycles, ped exiting taxi, ped crossing traffic light, lane change, peds crossing crosswalk",1531886148260946.0,1531886158047532,33.375,41,32.975,41,22.325,29,0.6751242783618383,0.9047619047619048,31.4,40,1.575,3,0.4,1,0.0,0,64.575,81.0,10.0,10.0,3.38455762926177,5.413793103448276,10.0,10.0,0.278846045522137,0.4827586206896552,0.04480144157382479,0.1282051282051282,0.0941623610078755,0.19444444444444445,0.5821901518961627,0.7727272727272727,8.028897259127294,8.81081081081081,10.0,10.0,3.575,8.0,0.030000000000000006,1.0,0.2260856638488221,0.41379310344827586,0.21614253207585196,0.3793103448275862,26.28300883345353,31.064101629892146,25.183130971316285,34.61913680133514,0.17519539018770566,0.3611111111111111,0.010329336742631093,0.03852666310483735,0.23375482497424444,0.9092983864269297,0.15990501958072834,0.5833333333333334,3.65,10.0,64.60479986852827,76.46825396825398
scene-0073,"Parked scooter, flock of pigeons, person sitting on top of bench, two trucks passing, turn right",1533153680142652.5,1533153689797266,28.3,39,26.15,33,18.15,26,0.6406921425321787,0.9,11.025,15,13.85,20,1.275,2,2.15,8,37.6125,49.0,10.0,10.0,3.786791440025668,6.105263157894737,10.0,10.0,0.3011246696537771,0.5789473684210527,0.07479541749303006,0.22727272727272727,0.08399227367889546,0.17391304347826086,0.5400876391742974,0.7222222222222222,6.778389827402352,7.783783783783784,10.0,10.0,5.875,12.0,0.47750000000000004,3.0,0.1448044118866947,0.3684210526315789,0.11019722975863858,0.30434782608695654,33.59303874805445,49.08510302386236,29.569807843915697,50.108837324097934,0.3053491487604908,0.6086956521739131,0.01580940597752257,0.05316164073312651,0.279097254449311,0.9279187317238303,0.2531607232912327,0.7407407407407407,4.4,10.0,64.59763141531322,73.91304347826086
scene-0017,"Barriers, peds, arriving at busy intersection",1531885774718704.5,1531885784398362,64.575,80,64.225,80,41.875,64,0.645736730817779,0.873015873015873,28.65,39,8.375,15,27.55,34,0.0,0,79.45,98.5,10.0,10.0,3.4873479739234177,5.1,10.0,10.0,0.27023214289430075,0.45,0.08288749469675458,0.14666666666666667,0.06827136070104275,0.14492753623188406,0.5786090017079019,0.7142857142857143,7.783805854325822,9.209302325581396,10.0,10.0,3.625,10.0,0.3075,2.2,0.14368305145419683,0.3,0.13410918215819778,0.27941176470588236,29.230938289987023,35.60643835104717,26.630001723904268,37.53835615662063,0.22358245421847225,0.410958904109589,0.007627751539567494,0.055935366419286925,0.2273424234382071,0.9397945637733591,0.1337595576960662,0.8688524590163934,3.7,10.0,64.43559055135043,75.71428571428571
scene-0076,"Turn right, follow cyclist, turn right",1533153756820096.5,1533153766547527,28.7,37,28.7,37,14.375,27,0.4776912941859178,0.78125,3.325,6,22.85,34,2.525,14,0.0,0,30.7625,42.0,9.875,10.0,3.9138039297465625,6.027027027027027,10.0,10.0,0.19090683287697877,0.4411764705882353,0.23130149160359764,0.38235294117647056,0.12854171991719715,0.30303030303030304,0.4492499556022264,0.7391304347826086,8.24797583145492,9.666666666666666,10.0,10.0,2.3375,17.0,0.07750000000000001,1.0,0.28516676425286513,0.5263157894736842,0.25701802433391585,0.5,42.87050935693929,51.38163457887752,42.480097408291186,57.43254418299372,0.5250737853070493,0.7777777777777778,0.007840297914205869,0.03025874027920988,0.163691055864082,0.4898724194013623,0.14416566113608148,0.5517241379310345,2.9,7.0,64.40135060333938,70.8994708994709
scene-0019,"Turn left, waiting peds, turn left",1531885872182518.5,1531885881798485,62.975,80,62.975,80,31.175,45,0.50293330552584,0.896551724137931,21.75,27,4.3,5,36.925,54,0.0,0,66.2625,81.0,10.0,10.0,3.856754654190091,4.7846153846153845,10.0,10.0,0.26198269733841306,0.3625,0.1302401147124888,0.20689655172413793,0.10841562593951275,0.1935483870967742,0.49936156200958537,0.6326530612244898,7.923434539807611,8.643835616438356,10.0,10.0,3.2875,9.0,0.1325,2.0,0.22923623216602187,0.3561643835616438,0.22039623916257037,0.3424657534246575,32.947300534558885,38.450298472852076,32.32006406724479,43.77665566284206,0.33503995747704446,0.5892857142857143,0.005986580178218748,0.042927595683236945,0.1856689894624885,0.8404294770002659,0.10538903941059863,0.7872340425531915,3.125,10.0,64.30082604772613,73.37386018237082
scene-0021,"Wait at intersection, jaywalkers, parking lot, parked bicycle, turn right, construction, truck",1531885987261224.2,1531885996948606,50.6,61,50.6,61,25.425,32,0.5108911979449704,0.7380952380952381,10.525,14,20.825,25,19.25,25,0.0,0,51.5,64.0,10.0,10.0,3.2155774717139627,3.8833333333333333,10.0,10.0,0.23630755134496298,0.32786885245901637,0.08789264772644029,0.25,0.07908447472641703,0.16666666666666666,0.5967153262021797,0.7619047619047619,8.624076437568807,9.016949152542374,10.0,10.0,2.3625,4.0,0.12000000000000002,1.0,0.20561405902171542,0.32653061224489793,0.19345048714002422,0.30612244897959184,37.48782040992728,39.13403001337849,38.054176253501,41.699907257546826,0.4410842652289815,0.5254237288135594,0.0048528757537214355,0.013364493435417813,0.18746615539790693,0.361804551126495,0.07945316782593995,0.2962962962962963,3.05,7.0,64.24158153872672,70.54187192118226
scene-0058,"Construction, strange cleaning vehicle parked on our lane",1532402825123315.0,1532402834697542,39.333333333333336,62,39.333333333333336,62,23.384615384615383,38,0.6050621164064579,0.7619047619047619,5.230769230769231,9,11.974358974358974,20,22.128205128205128,49,0.0,0,33.5,42.5,9.871794871794872,10.0,3.652113369481489,5.153846153846154,10.0,10.0,0.2879108040085263,0.4482758620689655,0.07109496397684947,0.15789473684210525,0.09178019385275993,0.25,0.5492140381618642,0.7291666666666666,7.717258221275475,9.25,10.0,10.0,4.423076923076923,11.5,0.435897435897436,1.8000000000000003,0.14202034007073847,0.3333333333333333,0.12788533817074269,0.3333333333333333,34.15656296032803,44.43519536809404,31.985065427353266,44.71524769241253,0.3084053871424393,0.7142857142857143,0.011282765216466487,0.06264600677683595,0.2521898735919959,0.9263699819471444,0.16773086580039784,0.8688524590163934,3.4871794871794872,10.0,64.13725259361675,76.41025641025641
scene-0069,"Turn left, peds near parked bus, bird",1533153489972852.5,1533153499698231,30.275,41,27.725,36,14.6,23,0.4864118088986883,0.7142857142857143,6.35,10,18.875,29,2.5,8,2.55,8,34.1,46.0,10.0,10.0,3.516980100797227,4.972222222222222,10.0,10.0,0.2880235128724579,0.4722222222222222,0.062325423765109675,0.19230769230769232,0.06682233523896002,0.18181818181818182,0.5828287281234724,0.7692307692307693,7.846566570800294,8.63888888888889,10.0,10.0,2.25,9.5,0.025,1.0,0.2898396070195559,0.43333333333333335,0.24320611246053195,0.4166666666666667,41.7861027752697,51.6929618608594,36.743959771538236,50.93696585540606,0.45919832544539585,0.7272727272727273,0.008864415696554937,0.051418482795633026,0.18770564582632165,0.5991291972251667,0.1544429707673636,0.8095238095238095,3.15,10.0,63.81141377480698,75.11904761904762
scene-0098,"Parked cars, peds, bus stop, bicycle rack, sign trailer, bicyclist, ped carrying object, bridge",1533151375103317.5,1533151384698049,23.17948717948718,35,22.256410256410255,34,13.435897435897436,22,0.5930806043256823,0.8,5.051282051282051,8,12.846153846153847,20,5.153846153846154,11,0.1282051282051282,1,25.58974358974359,36.0,9.743589743589743,10.0,2.03686547303009,4.517241379310345,8.307692307692308,10.0,0.13174374057440402,0.4,0.06676477490019773,0.2727272727272727,0.08402488099488863,0.2,0.7174666035305096,1.0,7.15786952646529,8.642857142857142,10.0,10.0,4.782051282051282,14.0,0.46923076923076923,2.0,0.14044587539553027,0.43333333333333335,0.08682602235419129,0.3,37.20792487279277,41.90188276698393,35.39473591667855,41.22895423146141,0.3978232128261037,0.5384615384615384,0.03675426503651418,0.11969530360806539,0.4903658972379388,0.9490859153253015,0.5597306207118995,1.6428571428571428,6.743589743589744,10.0,63.641910592970106,74.82758620689656
scene-0071,"Parked trucks, construction vehicles, road blocked relative to baseline route, find deviation",1533153556164122.2,1533153565798010,23.125,31,22.15,30,16.625,25,0.7101717190472192,0.8518518518518519,1.425,2,19.25,29,1.475,3,0.975,1,23.325,31.5,9.625,10.0,2.1272974166694416,3.3461538461538463,9.7,10.0,0.1640078860623148,0.3076923076923077,0.05035714787873641,0.16666666666666666,0.044906173631712974,0.1875,0.7407287924272359,0.8695652173913043,4.878021661689889,6.107142857142857,10.0,10.0,18.6,46.5,1.9450000000000003,8.8,0.07598414134625422,0.16666666666666666,0.04108299060806232,0.125,34.977232773260944,41.349499441982076,29.42950703417025,43.64362470330725,0.3724561506737877,0.6,0.045534042009206376,0.17029751393773349,0.4561578272010592,0.9689940864515015,0.7695836430090258,2.6666666666666665,7.275,10.0,63.392718173383365,71.15384615384615
scene-0023,"Overtake parked car, bus turning, motorcycle",1531886031188858.5,1531886040948764,14.075,18,13.525,18,7.925,15,0.5685037940001175,1.0,8.825,13,3.225,5,1.475,6,0.55,1,21.8875,28.5,9.875,10.0,4.3115932188726305,6.5,9.75,10.0,0.33173877797039564,0.6153846153846154,0.097990342990343,0.3333333333333333,0.10275767941209117,0.3333333333333333,0.4675131996271702,1.0,7.875705872966902,9.23076923076923,10.0,10.0,3.725,16.0,0.5125,2.4000000000000004,0.1884234678719973,0.45454545454545453,0.17753518948371888,0.45454545454545453,34.20486389833071,54.84356064950056,32.314489374513535,56.018870307301164,0.32298172823908117,0.75,0.01237414709649563,0.11504395357860832,0.15084828377515924,0.9020149847700538,0.18641067266067265,1.5384615384615385,2.25,10.0,63.21244252071458,78.38095238095238
scene-0068,"Two turning trucks, wait, turn left",1533153467928576.5,1533153477447639,37.43589743589744,48,36.76923076923077,48,26.41025641025641,34,0.7119316702530505,0.9310344827586207,2.5128205128205128,6,32.256410256410255,40,2.6666666666666665,6,0.0,0,38.61538461538461,50.0,10.0,10.0,3.048051929946907,4.0,10.0,10.0,0.17274097315542938,0.2894736842105263,0.12840770931865325,0.26666666666666666,0.14059607772068003,0.3125,0.5582552398052373,0.7333333333333333,7.126383493399935,8.395833333333334,10.0,10.0,4.923076923076923,12.0,0.20769230769230773,1.0,0.17265803857361903,0.3157894736842105,0.13150526488467965,0.2631578947368421,35.257319918502716,40.85769983243789,32.02131535464931,37.02953833451075,0.2987886098344058,0.4482758620689655,0.010167725698820095,0.02300693700607679,0.2338808582968472,0.5252310490950547,0.17679331896797384,0.48148148148148145,3.8205128205128207,10.0,63.10248794689663,70.42328042328042
scene-0035,"Parking lots, trash can, bump, scooter, peds, potential jaywalkers, bus stop, oncoming bus",1532400193375248.8,1532400202898082,26.775,36,25.125,34,15.65,22,0.5859477194834295,0.8666666666666667,4.35,10,19.35,33,1.675,5,1.4,3,29.5875,36.0,10.0,10.0,3.8903785891473026,5.814814814814815,10.0,10.0,0.2896622689026084,0.4838709677419355,0.1068290876282969,0.2692307692307692,0.08198409557438006,0.19230769230769232,0.5215245478947146,0.75,7.51507147511153,9.11111111111111,10.0,10.0,5.15,17.0,0.3325,1.0,0.1417917643712035,0.2857142857142857,0.11622082614913114,0.25,38.97262338816774,50.766577250367,35.01236307569259,50.425243576421764,0.40151684530890747,0.7727272727272727,0.007629018066115921,0.03917813000505147,0.1512287459252083,0.7835626001010294,0.119860770962454,0.64,2.225,10.0,62.500444050316126,73.94285714285714
scene-0057,"Jaywalkers, parked bike and scooter, parked car on the main road",1532402751199092.8,1532402760947035,18.58974358974359,29,18.307692307692307,29,8.76923076923077,15,0.4669046425071669,0.7,10.794871794871796,17,6.512820512820513,11,1.2820512820512822,4,0.0,0,28.743589743589745,44.5,10.0,10.0,2.786777194708229,5.625,9.435897435897436,10.0,0.1638534436428434,0.4375,0.11163073220648506,0.2692307692307692,0.12227587761146655,0.26666666666666666,0.602239946539205,0.8,7.983087735169511,9.8,10.0,10.0,3.0384615384615383,9.5,0.1641025641025641,1.0,0.19909047077305528,0.36,0.1875100919711911,0.3333333333333333,42.48151575290878,50.30633584537242,38.26011228953021,51.72904936475308,0.5262579554352431,0.9166666666666666,0.012139211575747618,0.0626534609090197,0.18450702749800135,0.8771484527262758,0.2161912306384923,0.8,3.2051282051282053,10.0,62.32440257363125,73.69747899159664
scene-0054,"Turn left, many parked heavy trucks, workers",1532402481700421.2,1532402491297629,15.948717948717949,24,15.666666666666666,23,11.23076923076923,20,0.7090705734996042,0.9,3.7435897435897436,8,10.205128205128204,13,1.7179487179487178,4,0.28205128205128205,1,18.692307692307693,29.5,8.58974358974359,10.0,2.674115229235496,4.714285714285714,9.846153846153847,10.0,0.2038924319794765,0.42857142857142855,0.04969637566089102,0.2,0.0957720932714979,0.26666666666666666,0.6506390990881346,0.8333333333333334,6.077870761518654,8.1875,10.0,10.0,9.85897435897436,32.0,0.9461538461538461,5.4,0.12276033660887198,0.3076923076923077,0.08511953093698747,0.21428571428571427,34.866392661825515,43.54089057141249,29.54490731197873,41.03591066706694,0.3488555940985091,0.5714285714285714,0.035249250539623134,0.11629789612451599,0.39824337380968033,0.9329533358041873,0.5379141155784405,1.7,5.82051282051282,10.0,62.20901480391836,73.12925170068027
scene-0072,"Wait at intersection, running ped",1533153639862950.8,1533153649448193,38.0,40,38.0,40,24.05,26,0.633992672706375,0.7878787878787878,5.55,6,27.5,29,4.95,5,0.0,0,41.075,43.5,10.0,10.0,4.23311119484781,5.0,10.0,10.0,0.31851008786467044,0.42105263157894735,0.11646462930718829,0.2857142857142857,0.07758597035026255,0.13157894736842105,0.4874393124778787,0.5757575757575758,6.642687962564324,7.314285714285714,10.0,10.0,6.75,11.0,0.5775,2.0,0.11468547558497648,0.275,0.06466556484138154,0.2,41.858828678741546,44.863818454449884,32.587073332163364,37.60720506789676,0.42462865972053815,0.48717948717948717,0.006641843632548094,0.03643095345284276,0.1587912546466485,0.7460332942114951,0.10904793878478089,0.7272727272727273,2.425,10.0,62.0140672802813,73.58974358974359
scene-0025,Ped crossing street in front of ego vehicle,1531886079231356.5,1531886088898203,23.275,37,23.275,37,20.7,37,0.8827221199676757,1.0,20.55,35,2.725,3,0.0,0,0.0,0,43.825,72.0,10.0,10.0,2.0872766317036766,3.85,10.0,10.0,0.1505741602654241,0.375,0.06156376351267991,0.15789473684210525,0.05019622815355862,0.15789473684210525,0.7376658480683373,0.8888888888888888,7.000819282689477,8.11111111111111,10.0,10.0,6.4375,12.0,1.0450000000000002,3.6,0.08909981364218356,0.2,0.08321319393977439,0.2,22.928996888085948,26.61905576029984,23.71348127328113,33.868643816276666,0.09008882441457593,0.2631578947368421,0.023705844549889152,0.12800644887264442,0.23363400086591307,0.7364493358511501,0.41234666210982,2.0555555555555554,3.9,10.0,62.0006322521471,74.64285714285715
scene-0026,"Parked cars, peds on the roadside",1531886099205225.2,1531886108698017,23.94871794871795,49,23.94871794871795,49,19.974358974358974,42,0.8257419153546169,1.0,21.153846153846153,45,2.7948717948717947,4,0.0,0,0.0,0,45.1025641025641,94.0,9.615384615384615,10.0,2.624167961806188,4.888888888888889,9.666666666666666,10.0,0.18642149370917072,0.4,0.0647268241140225,0.1724137931034483,0.1022884186387744,0.26666666666666666,0.6465632635380324,1.0,7.366689041591769,8.7,10.0,10.0,5.282051282051282,11.0,1.2923076923076924,4.0,0.057142211216786136,0.19230769230769232,0.05524287598411757,0.19230769230769232,23.883389363787366,34.990431388493825,21.33198316779118,41.54663124025416,0.14187976334974337,0.5555555555555556,0.014984066746142829,0.0644477690110713,0.26138149321377446,0.9444262977584877,0.2409655994273207,1.0909090909090908,3.8461538461538463,10.0,61.942896758614864,74.47619047619048
scene-0063,"Exit passage, parking lot, flag, trucks, wait at intersection",1533153281864341.2,1533153291547371,43.92307692307692,65,43.92307692307692,65,20.128205128205128,31,0.4994621573628865,1.0,0.0,0,31.384615384615383,50,12.538461538461538,16,0.0,0,37.65384615384615,57.5,8.717948717948717,10.0,3.9865002997559933,5.928571428571429,10.0,10.0,0.2959030674798281,0.5714285714285714,0.10669387433934055,0.2153846153846154,0.09353750152744299,0.25,0.5038655566533884,0.6388888888888888,8.829317974029449,9.548387096774194,10.0,10.0,1.358974358974359,3.0,0.07692307692307693,1.0,0.3059664767629737,0.5,0.2669149136311545,0.421875,41.87750697887316,50.2521208591765,36.66020489017514,45.55507019197377,0.44764044447011414,0.6190476190476191,0.0055604675888607765,0.05435582399330415,0.09080519903531971,0.6580587069282064,0.10376912898807514,1.0,1.6153846153846154,10.0,61.789886765866925,73.19727891156462
scene-0002,"Intersection, peds, waiting vehicle, parked motorcycle at parking lot",1531883729217744.2,1531883738949164,31.275,46,30.1,44,24.3,40,0.7691382913257423,0.9230769230769231,6.325,11,10.275,16,13.5,20,1.175,2,30.2625,47.0,9.75,10.0,2.8275735965056428,5.44,9.925,10.0,0.20603797348135816,0.52,0.07219072893995372,0.17857142857142858,0.08728625303746165,0.2692307692307692,0.6344850445412265,0.8461538461538461,6.513784503750495,8.538461538461538,10.0,10.0,8.6125,20.0,1.1675,6.6000000000000005,0.11012121657098155,0.36,0.105558927008692,0.36,23.9999721099667,35.414323725080806,21.176689779773607,29.524184519055723,0.11251381149797846,0.3548387096774194,0.012942858566935528,0.04962849096605928,0.24800117018346154,0.8455764466380818,0.22003819382424744,0.8333333333333334,3.95,10.0,61.69485184868627,74.36293436293437
scene-0042,"Parked cars, many peds, parked bicycles, trash can, parking lots",1532401562472240.5,1532401572148259,24.24390243902439,48,23.146341463414632,46,13.878048780487806,30,0.5475438891151649,0.7777777777777778,11.951219512195122,23,6.341463414634147,17,4.853658536585366,12,1.0975609756097562,2,33.21951219512195,67.0,9.146341463414634,10.0,3.531352946681413,5.166666666666667,9.073170731707316,10.0,0.2785860734222747,0.5,0.06489742657661547,0.16129032258064516,0.09707007547411911,0.25,0.5594464245269908,1.0,8.437116942852985,9.4,9.926829268292684,10.0,3.292682926829268,20.5,0.5317073170731708,5.3,0.1828784873587911,0.5833333333333334,0.172386026444225,0.5,35.500975116763826,56.07228791701827,33.55897939278304,61.95595895885617,0.38852235346756747,0.8333333333333334,0.011418712864444746,0.16890803269865023,0.15710694234889724,0.8261609703663519,0.19899454581825238,3.25,2.4634146341463414,10.0,61.11031504701947,76.51785714285714
scene-0094,"Oncoming cyclist, cars, wait at intersection",1533151213190150.2,1533151222947705,18.375,25,18.375,25,8.975,13,0.4924088054748978,0.7058823529411765,2.125,5,14.7,21,1.55,3,0.0,0,19.725,25.5,9.375,10.0,3.047015935645807,5.071428571428571,9.85,10.0,0.12708918562050714,0.29411764705882354,0.13455863850463562,0.2857142857142857,0.278071203302762,0.4,0.4602809725720952,0.75,7.923335762607519,9.052631578947368,10.0,10.0,2.825,10.0,0.015000000000000003,0.30000000000000004,0.2944092588286962,0.5294117647058824,0.2714700978911085,0.5294117647058824,56.131164610803864,66.23713373044426,45.31497729191607,53.421724541230795,0.6051775171721834,0.7619047619047619,0.010327172403562656,0.062190362010447864,0.156341157785776,0.8706650681462701,0.15456005962991257,0.7142857142857143,2.3,10.0,60.92844536840463,74.19642857142857
scene-0048,"Construction, narrow road, construction workers, heavy construction vehicles, right turn",1532402165852638.2,1532402175448353,27.075,46,26.675,45,21.65,45,0.7616458314111306,0.9782608695652174,3.025,7,6.35,12,17.3,38,0.4,1,21.25,31.5,8.625,10.0,2.3674723902061054,5.214285714285714,9.925,10.0,0.18868869036433705,0.5,0.040766547872766845,0.15384615384615385,0.06507321715112228,0.16,0.7054715446117739,0.9259259259259259,6.661165427900114,8.666666666666666,10.0,10.0,11.0875,34.5,1.2925,6.0,0.09918404046563205,0.35294117647058826,0.07897675331074878,0.23076923076923078,23.91581380728812,38.406914723056204,20.97093591064562,37.28108193751967,0.1355954470644985,0.47619047619047616,0.04798894134666511,0.22699983310721383,0.36887122546049794,1.0,0.6900620137364226,3.0952380952380953,4.325,10.0,60.84814261691806,72.07792207792208
scene-0039,"Busy street, parked cars, parking lot, ped sitting at bus stop, motorcycle driving",1532400523439108.0,1532400533147533,20.75,31,20.75,31,12.075,26,0.5618511473892555,0.9473684210526315,4.575,9,13.45,19,2.725,8,0.0,0,23.9625,36.5,9.625,10.0,3.2247632509859714,6.6923076923076925,9.75,10.0,0.23847329124286198,0.6153846153846154,0.08444259244469624,0.3076923076923077,0.08297739714815913,0.22580645161290322,0.5941067191642826,1.0,7.8151279671538445,9.4,10.0,10.0,4.6625,12.5,0.6675000000000001,3.0,0.13558215418418784,0.375,0.10630191629315051,0.375,41.99467339509014,56.01825442059396,39.1956818123311,56.44168983982988,0.4970037826990012,0.8076923076923077,0.008806029228915638,0.06360290543584488,0.1294740277454644,0.8110272148436568,0.14017987055061684,0.8947368421052632,1.9,10.0,60.650101555272045,73.16770186335404
